"ent","Sector","Jornada","Salario_trim","Salario_trim_cv"
"26","Terciario","De 15 a 48",6913.95790666707,0.0394166528737758
"26","Terciario","Más de 48",7501.94433564377,0.0847149380746265
"27","Primario","Menos de 15",2233.29207510363,0.207884014152314
"27","Primario","De 15 a 48",4955.17568670949,0.0686106073165812
"27","Primario","Más de 48",7380.23405779795,0.151064678477726
"27","Secundario","Menos de 15",2164.3015148371,0.129313143197524
"27","Secundario","De 15 a 48",7544.95046061565,0.0856586408885426
"27","Secundario","Más de 48",9800.65871612158,0.0509503402930251
"27","Terciario","Menos de 15",3267.8450672043,0.1508746253991
"27","Terciario","De 15 a 48",7168.38427046977,0.04113202614463
"27","Terciario","Más de 48",7774.60680311901,0.0322433213891613
"28","Primario","Menos de 15",3461.94045769908,0.436126625942683
"28","Primario","De 15 a 48",3405.6654998948,0.148963502325693
"28","Primario","Más de 48",6501.66095208939,0.112993127594989
"28","Secundario","Menos de 15",2976.23495447479,0.145990033014389
"28","Secundario","De 15 a 48",9999.53074787031,0.023639062319936
"28","Secundario","Más de 48",10249.8580995376,0.0743305243208998
"28","Terciario","Menos de 15",3122.48967711573,0.0853151734049789
"28","Terciario","De 15 a 48",8916.9364013403,0.0365696159327732
"28","Terciario","Más de 48",10707.1362347975,0.0473381445633552
"29","Primario","Menos de 15",807.947884733292,0.311559577010041
"29","Primario","De 15 a 48",2316.32329818625,0.083807842425941
"29","Primario","Más de 48",3586.47638857657,0.119014962490426
"29","Secundario","Menos de 15",1773.85529788839,0.219437939296156
"29","Secundario","De 15 a 48",5750.29982114214,0.0328441597720744
"29","Secundario","Más de 48",6600.82090986465,0.0451836594247243
"29","Terciario","Menos de 15",2610.82321383665,0.0844128887522411
"29","Terciario","De 15 a 48",5615.08710909329,0.03427534330943
"29","Terciario","Más de 48",6583.02488585762,0.0444179072227361
"30","Primario","Menos de 15",2189.66753920472,0.291244550059215
"30","Primario","De 15 a 48",3743.6708183527,0.10054340789693
"30","Primario","Más de 48",6461.74280875966,0.197262704815955
"30","Secundario","Menos de 15",3035.74954539096,0.111336644988099
"30","Secundario","De 15 a 48",6237.79066677483,0.0689418168019964
"30","Secundario","Más de 48",8298.21481893425,0.0816904823571638
"30","Terciario","Menos de 15",2723.82856762384,0.224532317827889
"30","Terciario","De 15 a 48",5481.88891520628,0.0450634124683187
"30","Terciario","Más de 48",7150.5647317223,0.0529414930282078
"31","Primario","Menos de 15",2287.10716345599,0.283574846343615
"31","Primario","De 15 a 48",3984.80249295428,0.0914512230967513
"31","Primario","Más de 48",5646.77977378576,0.123172131689993
"31","Secundario","Menos de 15",2433.49073920953,0.178821284302767
"31","Secundario","De 15 a 48",7707.51036614183,0.040270427694975
"31","Secundario","Más de 48",10218.4721329779,0.058778128422479
"31","Terciario","Menos de 15",3276.42418678993,0.0903598240833881
"31","Terciario","De 15 a 48",7464.91628674201,0.0296655793417415
"31","Terciario","Más de 48",9536.15140867498,0.0563735585009631
"32","Primario","Menos de 15",1420.21598336304,0.217073462877147
"32","Primario","De 15 a 48",3615.1078891895,0.0997847378669115
"32","Primario","Más de 48",5468.96336806199,0.126381313885313
"32","Secundario","Menos de 15",1386.43469308969,0.203763154874655
"32","Secundario","De 15 a 48",6455.91254513153,0.0497142704190602
"32","Secundario","Más de 48",8497.46676754411,0.0573115532402337
"32","Terciario","Menos de 15",2452.86588810429,0.115872285590309
"32","Terciario","De 15 a 48",6107.4860771883,0.0466728143438699
"32","Terciario","Más de 48",6971.67967536972,0.0745663947438547
